X,Y,X_1,Y_1,NUMERO,NOM,MOYEN_TRAN,ALTITUDE,NUMERO_COM,NOM_COMMUN,buff100_SU,buff250_SU,buff500_SU,buff1000_S
7.13304,46.475062,7.1330400000,46.4750620000,8570618,"Château-d'Oex, gare",Bus,967,5841,Château-d'Oex,66,372,1066,2006
7.034378,46.353167,7.0343780000,46.3531670000,8570627,"Cergnat, Les Noisetiers",Bus,1121,5410,Ormont-Dessous,,24,98,449
6.763796,46.770657,6.7637960000,46.7706570000,8570392,"Chêne-Pâquier, La Cure",Bus,637,5908,Chêne-Pâquier,22,41,114,142
6.597994,46.777977,6.5979940000,46.7779770000,8579301,"Chamblon, casernes",Bus,532,5904,Chamblon,,7,223,684
6.810236,46.748171,6.8102360000,46.7481710000,8504153,"Combremont-le-Petit, poste",Bus,668,5831,Valbroye,44,211,391,421
6.81252,46.471355,6.8125200000,46.4713550000,8579154,"Corseaux, Gonelles",Bus,398,5882,Chardonne,,59,349,1203
6.849502,46.476905,6.8495020000,46.4769050000,8579172,"Corsier-sur-Vevey, Champ-Ban",Bus,520,5884,Corsier-sur-Vevey,8,60,409,4898
6.73749,46.715498,6.7374900000,46.7154980000,8507665,"Correvon, village",Bus,750,5693,Montanaire,49,103,113,138
6.457067,46.696022,6.4570670000,46.6960220000,8570226,"Romainmôtier, Le Nid",Bus,697,5761,Romainmôtier-Envy,13,78,276,588
7.057528,46.938745,7.0575280000,46.9387450000,8570511,"Guévaux, croisée",Bus,440,5464,Vully-les-Lacs,3,28,88,260
6.727141,46.488556,6.7271410000,46.4885560000,8501124,Cully,Bus_CheminFer,391,5613,Bourg-en-Lavaux,105,680,1385,2361
7.026809,46.265072,7.0268090000,46.2650720000,8570643,"Fenalet-sur-Bex, Les Luisances",Bus,514,5402,Bex,32,63,133,408
6.241065,46.385356,6.2410650000,46.3853560000,8593890,"Nyon, Mafroi",Bus,399,5724,Nyon,135,821,3178,11193
6.518903,46.698076,6.5189030000,46.6980760000,8501107,Arnex,Bus_CheminFer,553,5743,Arnex-sur-Orbe,,31,218,617
6.501087,46.517773,6.5010870000,46.5177730000,8592268,"Morges, Grosse-Pierre",Bus,380,5642,Morges,382,1319,3840,9637
6.929064,46.385407,6.9290640000,46.3854070000,8595184,"Villeneuve VD, rte des Paquays",Bus,375,5414,Villeneuve (VD),,,60,1357
7.008588,46.340191,7.0085880000,46.3401910000,8595100,"Leysin, collège",Bus,1261,5407,Leysin,109,620,1903,3602
6.608565,46.518303,6.6085650000,46.5183030000,8592080,"Lausanne, Montoie",Bus,407,5586,Lausanne,328,1888,5836,19732
6.745097,46.590726,6.7450970000,46.5907260000,8570429,"Corcelles-le-Jorat, Halte TL",Bus,781,5785,Corcelles-le-Jorat,3,3,61,356
6.596593,46.525582,6.5965930000,46.5255820000,8592215,"Renens VD, Longemalle",Bus,431,5591,Renens (VD),10,819,2403,17074
6.74231,46.655201,6.7423100000,46.6552010000,8570348,"Sottens, croisée",Bus,754,5804,Jorat-Menthue,34,243,256,306
6.657954,46.520281,6.6579540000,46.5202810000,8593840,"Lausanne, Rosière",Bus,539,5586,Lausanne,115,1130,4142,17594
6.864138,46.457234,6.8641380000,46.4572340000,8593971,"La Tour-de-Peilz, Vassin",Bus,409,5889,La Tour-de-Peilz,301,1134,4239,13265
6.754289,46.795545,6.7542890000,46.7955450000,8570386,"Yvonand, Sur Priales",Bus,463,5939,Yvonand,79,178,737,1773
6.611057,46.538634,6.6110570000,46.5386340000,8592187,"Prilly, Mont-Goulin",Bus,535,5589,Prilly,392,2516,7117,20663
6.606572,46.703238,6.6065720000,46.7032380000,8570197,"Corcelles-sur-Chav., Longeraie",Bus,589,5751,Corcelles-sur-Chavornay,,3,63,336
6.663434,46.514309,6.6634340000,46.5143090000,8588447,"Pully, av. de Rochettaz",Bus,422,5590,Pully,195,1051,3699,15572
6.890104,46.463876,6.8901040000,46.4638760000,8593906,"Blonay, Champ Dodoz",Bus,577,5881,Blonay,20,336,2047,5478
6.376122,46.711823,6.3761220000,46.7118230000,8579912,"Vallorbe, place de la Liberté",Bus,761,5764,Vallorbe,291,953,2134,2893
6.297056,46.432473,6.2970560000,46.4324730000,8500730,"Dully, Bourg d'Amont",Bus,423,5855,Dully,43,192,449,977
6.604001,46.658077,6.6040010000,46.6580770000,8570190,"Goumoens-la-Ville, centre",Bus,616,5541,Goumoéns,88,457,674,688
6.651959,46.777794,6.6519590000,46.7777940000,8582051,"Yverdon-les-Bains, 14 Avril",Bus,434,5938,Yverdon-les-Bains,142,995,3820,9769
6.801218,46.670667,6.8012180000,46.6706670000,8570338,"Moudon, L'Ochette",Bus,517,5678,Moudon,218,761,2371,4934
7.028808,46.292426,7.0288080000,46.2924260000,8579131,"Huémoz, Bellevue",Bus,1035,5409,Ollon,18,58,253,505
6.154494,46.345165,6.1544940000,46.3451650000,8579319,"Chavannes-de-Bogis, douane",Bus,470,5707,Chavannes-de-Bogis,,16,343,1160
6.873081,46.549603,6.8730810000,46.5496030000,8570443,"Maracon, bif.",Bus,824,5790,Maracon,14,81,230,483
6.667131,46.511824,6.6671310000,46.5118240000,8593850,"Pully, Caudoz",Bus,449,5590,Pully,46,802,3816,12465
6.443739,46.477054,6.4437390000,46.4770540000,8589257,"St-Prex, Scierie",Bus,401,5646,Saint-Prex,108,965,1824,2589
6.787654,46.664087,6.7876540000,46.6640870000,8570342,"Moudon, Belflori",Bus,566,5678,Moudon,38,169,993,3775
6.590352,46.543789,6.5903520000,46.5437890000,8592203,"Renens VD, Baumettes",Bus,467,5591,Renens (VD),78,413,2217,13008
